,id,Words,CER
963,3123,مرداد,0.2
964,1926,انداختید,0.2
965,3555,اسکان,0.2
966,29,دوباره,0.2
967,1776,خندیدی,0.2
968,3896,دموکرات,0.2
969,1975,می ایستند,0.2
970,3085,لامپ,0.2
971,1499,کرده ایم,0.2
972,2041,بردم,0.2
973,1612,می گذاریم,0.2
974,2543,دریافته,0.2
975,1911,می آیی,0.2
976,3692,سرماخوردگی,0.2
977,1987,باختند,0.2
978,2497,بدارید,0.2
979,120,شنید ,0.2
980,3283,آرامش,0.2
981,2566,می دویدی,0.2
982,3622,خودرو,0.2
983,2568,می دویدیم,0.2
984,1428,فهمیدیم,0.2
985,334,بادمجان,0.2
986,1899,آمده ای,0.2
987,1644,بپزند,0.2
988,3029,کالباس,0.2
989,991,پلاتین,0.2
990,2634,باروت,0.2
991,3326,پلاستیک,0.2
992,3537,آسفالت,0.2
993,2426,می‌خوردید,0.2
994,2355,بشکنید,0.2
995,3188,نتایج,0.2
996,2868,سیم,0.2
997,2891,شکار کردن,0.2
998,1897,آمدند,0.2
999,1768,می خرند,0.2
1000,1997,ببازیم,0.2
1001,3149,می‌آموزند,0.2
1002,2719,خجالت,0.2
1003,3617,خرگوش,0.2
1004,1120,می‌فهمند,0.201
1005,1293,مانده ای,0.201
1006,1302,می مانند,0.201
1007,3767,فرهنگیان,0.201
1008,1160,بگذرانیم,0.201
1009,3752,غریب,0.203
1010,2255,زده ای,0.204
1011,2705,چیز,0.204
1012,2703,چال,0.204
1013,1279,بگویند,0.204
1014,1172,می گذشتیم,0.204
1015,1241,می گردد,0.204
1016,1843,خواسته اید,0.205
1017,1606,گذاشته ایم,0.205
1018,1711,می توانستی,0.205
1019,2801,رها کردن,0.205
1020,762,فرسوده,0.206
1021,994,بادگیر,0.206
1022,3929,سیاستمدار,0.206
1023,1981,می باختند,0.206
1024,1411,شنیده اید,0.206
1025,2050,برده ایم,0.206
1026,2442,می‌خوریم,0.206
1027,3177,می‌مانند,0.206
1028,1858,می آوردی,0.206
1029,2088,می بندم,0.206
1030,2718,خبرنگار,0.206
1031,1090,پذیرفتن,0.206
1032,2259,زده اند,0.206
1033,1326,می میرم,0.206
1034,398,رسالت,0.207
1035,146,کاربری,0.207
1036,1506,می کنید,0.207
1037,1882,می آوری,0.207
1038,225,بازداشت,0.207
1039,1923,انداختی,0.207
1040,2503,میدارید,0.207
1041,1384,می ورزم,0.207
1042,1690,ترسیدیم,0.207
1043,12,همین,0.207
1044,141,غلط داشتن,0.207
1045,355,خودکار,0.208
1046,268,کافه,0.208
1047,1670,بپذیری,0.208
1048,1043,قمار,0.208
1049,415,بورس,0.208
1050,1522,می کشت,0.208
1051,1503,می کنی,0.208
1052,955,سوره,0.208
1053,958,سرد خانه,0.208
1054,2754,دلیر,0.208
1055,1750,خریدید,0.208
1056,2275,شدیم,0.208
1057,7,چون,0.208
1058,1549,کشیدند,0.208
1059,1775,خندیدم,0.208
1060,1309,مردی,0.208
1061,2609,ابرو,0.208
1062,3027,کازینو,0.208
1063,3825,متقاضی,0.208
1064,2245,زدیم,0.208
1065,1813,خوابیده ایم,0.209
1066,3480,فریاد,0.21
1067,3357,چنگال,0.21
1068,3109,مجنون,0.21
1069,1917,می انداختی,0.21
1070,3472,فارسی,0.21
1071,839,بامیه,0.21
1072,3522,هزینه,0.21
1073,1571,می کوبیدیم,0.21
1074,2995,فرمان,0.21
1075,3110,مجهول,0.21
1076,3035,کفتار,0.21
1077,1368,ورزید,0.21
1078,2467,بدهید,0.21
1079,2512,می‌دانستی,0.211
1080,393,خاموشی,0.211
1081,2486,می‌داشتند,0.211
1082,112,کمک,0.211
1083,270,فوتبال,0.211
1084,1332,بمیرم,0.211
1085,1194,گرفتی,0.211
1086,1311,مردیم,0.211
1087,3468,غروب,0.213
1088,3832,محفل,0.213
1089,1719,توانستیم,0.213
1090,2539,دریافتید,0.213
1091,665,کتابخانه,0.213
1092,2350,می شکنید,0.213
1093,2349,می شکنیم,0.213
1094,3391,دهان,0.213
1095,3239,واترپولو,0.213
1096,795,بافت,0.213
1097,3145,مومن,0.213
1098,1402,می شنیدی,0.213
1099,1495,می کردند,0.213
1100,1624,می پختیم,0.213
1101,3928,سوسک,0.213
1102,1976,می باختم,0.213
1103,2513,می‌دانست,0.213
1104,2869,سینه,0.213
1105,2327,بشویند,0.213
1106,2189,رسیدند,0.213
1107,3552,استوار,0.213
1108,3627,دبستان,0.213
1109,3708,سوخاری,0.213
1110,3668,زعفران,0.213
1111,715,مترجم,0.213
1112,888,مرفین,0.213
1113,1656,می پذیرفتند,0.214
1114,1692,ترسیدند,0.214
1115,1429,فهمیدید,0.214
1116,1230,می گشت,0.214
1117,1507,می کنند,0.214
1118,1821,بخوابند,0.214
1119,1251,گفتم,0.214
1120,2264,می زنید,0.214
1121,1267,گفته اید,0.214
1122,1201,می گرفت,0.214
1123,2654,پاکدامن,0.214
1124,2282,می شدید,0.214
1125,3233,هندوانه,0.214
1126,3019,کاراکتر,0.214
1127,163,غلط گرفتن,0.215
1128,1697,ترسیده اید,0.215
1129,2397,می‌خواندید,0.215
1130,1844,خواسته اند,0.215
1131,1325,مرده اند,0.215
1132,2322,می شویید,0.215
1133,3674,زندانبان,0.215
1134,1173,می گذشتید,0.216
1135,1295,مانده ایم,0.216
1136,1998,ببازید,0.217
1137,1547,کشیدیم,0.217
1138,975,جانباز,0.217
1139,231,شرح دادن,0.217
1140,2484,می‌داشتیم,0.217
1141,1791,بخندید,0.217
1142,3105,متمایل,0.217
1143,905,کابل,0.217
1144,1412,شنیده اند,0.217
1145,711,گردن بند,0.217
1146,1855,می خواهید,0.217
1147,3888,بناگوش,0.217
1148,1834,خواستی,0.217
1149,291,دلیل,0.217
1150,1738,می توانید,0.217
1151,3863,همبازی,0.217
1152,3022,کاربرد,0.217
1153,886,رادیکال,0.218
1154,1950,می ایستادید,0.218
1155,1961,ایستاده ایم,0.218
1156,1920,می انداختید,0.218
1157,1902,آمده اید,0.219
1158,3660,رسید,0.219
1159,1610,می گذاری,0.219
1160,1583,می کوبیم,0.219
1161,1735,می توانی,0.219
1162,726,توفان,0.22
1163,1395,شنیدم,0.22
1164,3908,رسالت,0.22
1165,3220,نیایش,0.22
1166,3913,روبان,0.22
1167,2398,می‌خواندند,0.22
1168,1929,انداخته ای,0.22
1169,215,سلامت,0.22
1170,2524,بدانی,0.22
1171,3060,گزارش,0.22
1172,3142,مهمان,0.22
1173,3932,سینوزیت,0.221
1174,1898,آمده ام,0.221
1175,2047,برده ام,0.221
1176,1536,می کشید,0.221
1177,1490,می کردم,0.221
1178,1581,می کوبی,0.221
1179,1491,می کردی,0.221
1180,2424,می‌خورد,0.221
1181,1596,گذاشتند,0.221
1182,3161,می‌داند,0.221
1183,931,ساس,0.222
1184,2256,زده,0.222
1185,2594,آخوند,0.222
1186,2511,می‌دانستم,0.222
1187,145,فکر,0.222
1188,1121,می‌گذارد,0.222
1189,2285,شده ای,0.222
1190,1105,می‌آید,0.222
1191,2822,زنگوله,0.222
1192,3696,سفارش,0.222
1193,1942,می اندازد,0.222
1194,1106,می‌آیند,0.222
1195,2144,می بیند,0.222
1196,1290,می ماندید,0.222
1197,2570,می دویدند,0.222
1198,2224,می رفتند,0.222
1199,2758,دولت,0.222
1200,2743,دستمال,0.222
1201,1782,خندیده ای,0.222
1202,1348,می نوشتند,0.222
1203,1781,خندیده ام,0.222
1204,408,نرم افزار,0.222
1205,1291,می ماندند,0.222
1206,3778,کارزار,0.222
1207,3639,دیپلم,0.222
1208,2786,رده بندی,0.223
1209,226,رد کردن,0.224
1210,1181,می گذرم,0.224
1211,3133,مقلب,0.225
1212,1573,می کوبیدند,0.225
1213,3498,گفتار ,0.225
1214,3015,کادر,0.225
1215,1972,می ایستد,0.225
1216,3410,روزمره,0.225
1217,879,اربعین,0.225
1218,1447,می فهمند,0.225
1219,1912,می آید,0.225
1220,3197,نشخوار,0.225
1221,487,غریب,0.225
1222,3275,سلام,0.225
1223,1752,خریده ام,0.225
1224,1695,ترسیده,0.225
1225,1959,ایستاده ای,0.225
1226,1870,آورده ای,0.225
1227,407,محترمانه,0.225
1228,1584,می کوبند,0.225
1229,3853,نخبه,0.225
1230,1759,بخری,0.225
1231,220,ربط داشتن,0.226
1232,604,غیرقانونی,0.226
1233,1931,انداخته ایم,0.227
1234,3156,می‌توانند,0.228
1235,1431,می فهمیدم,0.228
1236,2881,شجره نامه,0.228
1237,3930,سیاه پوست,0.228
1238,1569,می کوبیدی,0.228
1239,1057,خبرچین,0.228
1240,1948,می ایستاد,0.228
1241,1142,می گذراند,0.228
1242,3650,راهی کردن,0.228
1243,1673,بپذیرید,0.229
1244,1537,می کشند,0.229
1245,3993,میکروفن,0.229
1246,693,زیرزمین,0.229
1247,2533,میدانید,0.229
1248,1323,مرده ایم,0.229
1249,1126,می‌مانند,0.229
1250,3511,مورد ,0.23
1251,1945,می اندازند,0.23
1252,821,نوزده,0.23
1253,3028,کافور,0.23
1254,2494,بداری,0.23
1255,1916,می انداختم,0.23
1256,1545,کشیدی,0.23
1257,2281,می شدیم,0.23
1258,766,گارد,0.231
1259,1901,آمده ایم,0.231
1260,2279,می شدی,0.231
1261,1814,خوابیده اید,0.232
1262,1179,گذشته اید,0.232
1263,3915,زمین شناس,0.233
1264,1275,بگویم,0.233
1265,301,زندگی,0.233
1266,2993,فرش,0.233
1267,3075,گور,0.233
1268,2668,تاریک,0.233
1269,2415,می‌خوانند,0.233
1270,3561,اقلید,0.233
1271,2478,داشتیم,0.233
1272,3320,بیهوده,0.233
1273,2699,جهالت,0.233
1274,379,همکار,0.233
1275,3370,دانشجو,0.233
1276,1001,جگر,0.233
1277,2506,دانستی,0.233
1278,1294,مانده,0.233
1279,2427,می‌خوردند,0.233
1280,817,ادویه,0.233
1281,1598,می گذاشتی,0.233
1282,1344,می نوشتیم,0.233
1283,2751,دلفین,0.233
1284,2528,بدانند,0.233
1285,1027,دلفین,0.233
1286,2480,داشتند,0.233
1287,3979,گیتار ,0.233
1288,230,زد و خورد,0.233
1289,1270,می گویی,0.235
1290,1707,می ترسد,0.236
1291,2534,میدانند,0.236
1292,3021,کاراموز,0.236
1293,1691,ترسیدید,0.236
1294,1371,ورزیدند,0.236
1295,1978,می باخت,0.236
1296,1914,می آیید,0.236
1297,924,یادگیری ماشین,0.236
1298,2190,می رسیدم,0.236
1299,3717,شانه,0.236
1300,2267,بزنی,0.236
1301,385,بدن سازی,0.237
1302,3176,می‌گیرند,0.237
1303,3442,شبکه,0.237
1304,2081,بسته اند,0.237
1305,1756,خرده اید,0.237
1306,1500,کرده اید,0.237
1307,1984,باخت,0.237
1308,3852,نجیب,0.237
1309,403,کارآموزی,0.237
1310,3132,مقصد,0.237
1311,2071,بستی,0.237
1312,2042,بردی,0.237
1313,3365,خراب,0.237
1314,1182,می گذری,0.238
1315,3646,رادیکال,0.238
1316,2438,بخورید,0.238
1317,2252,می زدید,0.238
1318,1320,مرده ام,0.238
1319,1857,می آوردم,0.239
1320,1124,می‌گویند,0.239
1321,2343,شکسته ایم,0.239
1322,74,طولانی,0.239
1323,1410,شنیده ایم,0.239
1324,1762,بخرید,0.24
1325,841,زنجیر,0.24
1326,2560,دویدی,0.24
1327,694,سرطان,0.24
1328,3506,معرفت,0.24
1329,1600,می گذاشتیم,0.24
1330,3347,تمرین,0.24
1331,3860,نیایش,0.24
1332,3067,گلزار,0.24
1333,250,تحریم,0.24
1334,1608,گذاشته اند,0.24
1335,3823,متخلف,0.24
1336,1050,اغفال,0.24
1337,1296,مانده اید,0.241
1338,1198,گرفتند,0.241
1339,2600,آفتابه,0.241
1340,2254,زده ام,0.241
1341,3592,جان,0.241
1342,1316,می مرد,0.241
1343,3780,کارگاه,0.241
1344,3554,اسفناج,0.241
1345,1933,انداخته اند,0.241
1346,1274,می گویند,0.241
1347,1548,کشیدید,0.242
1348,1965,بایستی,0.242
1349,3817,ماشین ,0.242
1350,2479,داشتید,0.242
1351,1749,خریدیم,0.242
1352,2470,می‌دهی,0.242
1353,3302,اعتماد,0.242
1354,2865,سیرابی,0.242
1355,3783,کاکتوس,0.242
1356,2842,سزارین,0.242
1357,2453,می‌داد,0.242
1358,1459,کاشتند,0.242
1359,63,خوابیدن,0.243
1360,866,بازیافت,0.243
1361,731,رستگاری,0.243
1362,1205,گرفته ام,0.243
1363,558,رفیق,0.243
1364,3158,می‌خوابد,0.244
1365,2443,می‌خورید,0.244
1366,1609,می گذارم,0.244
1367,2456,می‌دادند,0.244
1368,2799,رنگین کمان,0.244
1369,743,لیز,0.244
1370,2305,شستیم,0.244
1371,2771,رادیو,0.244
1372,1979,می باختیم,0.244
1373,204,سلام کردن,0.244
1374,3727,شیفته,0.244
1375,1958,ایستاده ام,0.245
1376,3960,کاریکاتور ,0.245
1377,1946,می ایستادم,0.245
1378,1666,پذیرفته ایم,0.245
1379,2596,آرامگاه,0.246
1380,48,بیشتر,0.247
1381,940,احسان,0.247
1382,2201,رسیده اند,0.247
1383,2200,رسیده اید,0.247
1384,236,غیرقابل‌اعتماد,0.248
1385,1819,بخوابیم,0.25
1386,2045,بردید,0.25
1387,2310,می شست,0.25
1388,2347,می شکنی,0.25
1389,1960,ایستاده,0.25
1390,2625,امتیاز,0.25
1391,1440,فهمیده ایم,0.25
1392,256,پا,0.25
1393,2075,بستند,0.25
1394,2058,ببرند,0.25
1395,1095,رفتن,0.25
1396,3843,مهاجرت ,0.25
1397,3718,شایسته,0.25
1398,1546,کشید,0.25
1399,3433,سوال,0.25
1400,1908,بیایید,0.25
1401,3046,کیلومتر,0.25
1402,1607,گذاشته اید,0.25
1403,1427,فهمید,0.25
1404,2477,داشت,0.25
1405,3909,رستگار,0.25
1406,2325,بشوییم,0.25
1407,3899,دیکتاتور,0.25
1408,2408,بخوانیم,0.25
1409,3918,زیست شناسی,0.25
1410,3126,مرموز,0.25
1411,3271,اگر,0.25
1412,1343,نوشتند,0.25
1413,2411,می‌خوانم,0.25
1414,122,یاد دادن,0.25
1415,1866,آوردیم,0.25
1416,1565,کوبیدیم,0.25
1417,1223,گشتی,0.25
1418,4002,هار,0.25
1419,631,خروس,0.25
1420,2361,شناختید,0.25
1421,831,کنکور,0.25
1422,2999,فروردین,0.25
1423,3695,سعید,0.25
1424,780,سرکش,0.25
1425,3003,قابل‌توجه,0.25
1426,2996,فرهنگی,0.25
1427,2861,سوهان,0.25
1428,2455,می‌دادید,0.25
1429,2371,شناخته,0.25
1430,3848,نادان ,0.25
1431,980,رادیوتراپی,0.25
1432,1910,می آیم,0.25
1433,1999,ببازند,0.25
1434,416,برنامه ریزی,0.252
1435,1149,گذرانده ایم,0.253
1436,341,تحقیق,0.253
1437,966,کنسرت,0.253
1438,1786,خندیده اند,0.255
1439,874,ضمانت نامه,0.255
1440,744,ناباب,0.255
1441,2612,اخراج,0.256
1442,675,مات,0.256
1443,1918,می انداخت,0.256
1444,1140,می گذراندم,0.256
1445,2363,می شناختم,0.256
1446,703,قالیچه,0.256
1447,2454,می‌دادیم,0.256
1448,1625,می پختید,0.256
1449,1808,خوابیدید,0.256
1450,2079,بسته ایم,0.256
1451,2317,شسته ایم,0.257
1452,1206,گرفته ای,0.257
1453,3697,سفید بخت,0.257
1454,1129,نمی‌داند,0.257
1455,1110,می‌خوانی,0.257
1456,116,مستقیما,0.257
1457,2391,خواندید,0.257
1458,2504,میدارند,0.257
1459,378,کارخانه,0.257
1460,1068,خبرگزار,0.257
1461,3333,تختخواب,0.257
1462,2902,شیک پوش,0.257
1463,2409,بخوانید,0.257
1464,1496,کرده ام,0.257
1465,1968,بایستید,0.257
1466,161,طبقه بندی,0.258
1467,3207,نگهبان,0.258
1468,1481,بکاریم,0.258
1469,178,غم انگیز,0.258
1470,32,رسید,0.258
1471,3921,سرگشته,0.258
1472,3252,ورزیدن,0.258
1473,640,رويا,0.258
1474,1766,می خرد,0.258
1475,1273,می گویید,0.259
1476,2261,می زنی,0.259
1477,2304,شست,0.259
1478,2169,ربوده ایم,0.259
1479,2655,پالایشگاه,0.259
1480,2284,شده ام,0.259
1481,1180,گذشته اند,0.259
1482,1314,می مردم,0.26
1483,2044,بردیم,0.26
1484,3879,آتلیه,0.26
1485,3137,مملکت,0.26
1486,3099,متحرک,0.26
1487,3900,رادیوگرافی,0.26
1488,171,نوشتن,0.26
1489,1454,کاشتم,0.26
1490,2057,ببرید,0.26
1491,3820,مبتلا,0.26
1492,2026,ببخشد,0.26
1493,467,کلاهبرداری,0.26
1494,2413,می‌خوانیم,0.261
1495,2378,می شناسیم,0.261
1496,1693,ترسیده ام,0.261
1497,2872,شادی,0.262
1498,3861,نیش ,0.262
1499,761,فراز,0.262
1500,1356,می نویسی,0.262
1501,2935,ظهور,0.262
1502,320,مادربزرگ,0.262
1503,1721,توانستند,0.262
1504,3373,دبیر,0.262
1505,3174,می‌گویند,0.262
1506,3515,نشست,0.262
1507,3203,نکته,0.262
1508,1807,خوابیدیم,0.262
1509,3327,پلیس,0.262
1510,2633,بابک,0.264
1511,2316,شسته,0.264
1512,3749,غافل,0.264
1513,2312,می شستید,0.264
1514,3562,امار,0.264
1515,2686,تونل,0.264
1516,2334,می شکستم,0.264
1517,2276,شدید,0.264
1518,1324,مرده اید,0.264
1519,2247,زدند,0.264
1520,1594,گذاشتیم,0.264
1521,3887,بمباران,0.264
1522,1445,می فهمد,0.264
1523,2536,دریافتی,0.264
1524,3245,والیبال,0.264
1525,1947,می ایستادی,0.265
1526,1264,گفته ای,0.265
1527,6,چند,0.267
1528,1980,می باختید,0.267
1529,1568,می کوبیدم,0.267
1530,2440,میخورم,0.267
1531,1347,می نوشتید,0.267
1532,2611,اتهام,0.267
1533,1841,خواسته,0.267
1534,2529,میدانم,0.267
1535,1532,می کشم,0.267
1536,1712,می توانست,0.267
1537,3080,گوش,0.267
1538,1423,بشنوید,0.267
1539,1358,می نویسیم,0.267
1540,212,راه دادن,0.267
1541,329,آمبولانس,0.267
1542,2072,بست,0.267
1543,619,آشوب,0.267
1544,2155,ربودی,0.267
1545,680,تحقیر,0.267
1546,400,فاکتور,0.267
1547,3689,سرباز,0.267
1548,3095,مبارزه,0.267
1549,172,یادداشت,0.267
1550,826,افسانه,0.267
1551,430,فایل,0.267
1552,659,قران,0.267
1553,3883,ارکیده,0.267
1554,1378,ورزیده ام,0.267
1555,384,بنزین,0.267
1556,3558,اعتبار,0.269
1557,2157,ربودیم,0.269
1558,2278,می شدم,0.269
1559,2482,می‌داشتی,0.269
1560,1555,کشیده ام,0.269
1561,3159,می‌خواند,0.269
1562,580,بیکار,0.269
1563,591,سوراخ,0.269
1564,2492,داشته‌اند,0.269
1565,2219,می رفتم,0.27
1566,275,استان,0.27
1567,799,پیشگو,0.27
1568,2476,داشتی,0.27
1569,3495,گران ,0.27
1570,2541,دریافته ام,0.27
1571,2882,شخصیت,0.27
1572,1994,ببازم,0.27
1573,1137,گذراندیم,0.271
1574,1287,می ماندی,0.271
1575,1184,می گذریم,0.271
1576,1024,بمباران,0.271
1577,476,یادگاری,0.271
1578,1226,گشتید,0.271
1579,2163,می ربودیم,0.272
1580,426,داستان,0.272
1581,2414,می‌خوانید,0.272
1582,1151,گذرانده اند,0.273
1583,77,عمومی,0.273
1584,247,آرامش,0.273
1585,1400,شنیدند,0.275
1586,2859,سوسن,0.275
1587,319,لیمو,0.275
1588,2357,شناختم,0.275
1589,884,تروریست,0.275
1590,437,ماهر,0.275
1591,1964,بایستم,0.275
1592,59,خانه,0.275
1593,2516,می‌دانستند,0.275
1594,3384,دکتر,0.275
1595,2388,خواندی,0.275
1596,1688,ترسیدی,0.275
1597,3931,سیرابی,0.275
1598,3173,می‌گفتند,0.275
1599,1177,گذشته,0.275
1600,790,مارپیچ,0.275
1601,853,تنیس,0.275
1602,2563,دویدید,0.275
1603,2055,ببرد,0.275
1604,1533,می کشی,0.275
1605,3018,کارافرین,0.275
1606,733,روده,0.275
1607,286,دانشگاه,0.276
1608,1266,گفته ایم,0.277
1609,3591,جادو,0.278
1610,2662,پهلو,0.278
1611,501,روح,0.278
1612,862,اختلاس,0.278
1613,2677,تریبون,0.278
1614,2306,شستید,0.278
1615,2592,آتش سوزی,0.278
1616,2159,ربودند,0.278
1617,2364,می شناختی,0.278
1618,3585,تحقیر,0.278
1619,2249,می زدی,0.278
1620,2318,شسته اید,0.278
1621,2308,می شستم,0.278
1622,2619,افت,0.278
1623,1559,کشیده اید,0.278
1624,2326,بشویید,0.278
1625,2727,داربست,0.278
1626,1004,سفیداب,0.278
1627,1283,ماندیم,0.278
1628,3621,خمیر,0.278
1629,593,سیر,0.278
1630,3768,فرهیخته,0.278
1631,2772,رادیواکتیو,0.278
1632,1359,می نویسید,0.278
1633,2790,رشوه,0.278
1634,3609,حافظ,0.278
1635,2344,شکسته اید,0.278
1636,3967,کوکایین,0.279
1637,1922,انداختم,0.279
1638,2483,می‌داشت,0.279
1639,1622,می پختی,0.279
1640,1967,بایستیم,0.279
1641,497,چشم پزشک,0.279
1642,3422,سالم ,0.28
1643,2521,دانسته‌اید,0.28
1644,91,باختن,0.28
1645,2073,بستیم,0.28
1646,3086,لطافت,0.28
1647,1777,خندید,0.28
1648,2542,دریافته ای,0.28
1649,2448,دادیم,0.28
1650,2607,آناناس,0.281
1651,718,استعلام,0.281
1652,1044,کاتالوگ,0.281
1653,1408,شنیده ای,0.281
1654,2538,دریافتیم,0.281
1655,2412,می‌خوانی,0.281
1656,1660,پذیرفتیم,0.281
1657,3377,درمانگاه,0.281
1658,1839,خواسته ام,0.283
1659,615,مترو,0.283
1660,1482,بکارید,0.283
1661,240,بیهوده,0.283
1662,260,تلویزیون,0.283
1663,1604,گذاشته ای,0.283
1664,3071,گنجایش,0.283
1665,2505,دانستم,0.283
1666,3238,هیچ,0.283
1667,1020,قاضی,0.283
1668,1590,بکوبند,0.283
1669,3306,باد,0.283
1670,981,راسو,0.283
1671,554,پارک,0.283
1672,2170,ربوده اید,0.284
1673,2175,می رباییم,0.284
1674,1170,می گذشتی,0.285
1675,3065,گلادیتاتور,0.285
1676,3510,مهربان ,0.286
1677,859,ساق دوش,0.286
1678,1225,گشتیم,0.286
1679,3709,سوزاندن,0.286
1680,1272,می گوییم,0.286
1681,509,کاپیتان,0.286
1682,2580,می دویم,0.286
1683,2390,خواندیم,0.286
1684,2797,رمانتیک,0.286
1685,1878,بیاوریم,0.286
1686,2493,بدارم,0.286
1687,1778,خندیدیم,0.286
1688,1218,بگیرد,0.286
1689,95,پر کردن,0.286
1690,1820,بخوابید,0.286
1691,2107,بوده ای,0.286
1692,194,پشتیبان,0.286
1693,1621,می پختم,0.286
1694,833,لیسانسه,0.286
1695,1219,بگیریم,0.286
1696,2510,دانستند,0.286
1697,1134,گذراندم,0.286
1698,288,دبیرستان,0.286
1699,1667,پذیرفته اید,0.286
1700,438,نتیجه,0.287
1701,206,شماره,0.287
1702,573,لیوان,0.287
1703,557,تمرین,0.287
1704,239,بهبود,0.287
1705,104,خوردن,0.287
1706,2814,زحمتکش,0.287
1707,3569,بانداژ,0.287
1708,3761,فرسایش,0.287
1709,2260,می زنم,0.287
1710,2221,می رفت,0.287
1711,2158,ربودید,0.287
1712,4003,هاری,0.287
1713,2376,می شناسی,0.287
1714,3248,وحشی,0.287
1715,990,ظرف شویی,0.287
1716,1570,می کوبید,0.287
1717,3808,لامپ,0.287
1718,1938,بیندازید,0.287
1719,3062,گشتن,0.287
1720,491,کارآفرین,0.287
1721,1626,می پختند,0.287
1722,3392,دهان,0.287
1723,3002,قابل‌بیان,0.289
1724,200,رساندن,0.289
1725,942,آبادان,0.289
1726,489,فنی,0.289
1727,528,توپ,0.289
1728,218,فراموش,0.289
1729,2485,می‌داشتید,0.289
1730,1469,کاشته ایم,0.289
1731,3690,سرکار,0.289
1732,2802,روان شناسی,0.289
1733,2666,تابلو,0.289
1734,1689,ترسید,0.29
1735,2523,بدانم,0.29
1736,2449,دادید,0.29
1737,2916,طالبی,0.29
1738,1982,باختم,0.29
1739,1787,بخندم,0.29
1740,2416,خوردم,0.29
1741,2396,می‌خواندیم,0.29
1742,3025,کارگر,0.29
1743,2986,فتیله,0.29
1744,663,کارفرما,0.29
1745,3774,قالی,0.292
1746,1502,می کنم,0.292
1747,1592,گذاشتی,0.292
1748,2657,پرده,0.292
1749,2214,رفتی,0.292
1750,30,دیدن,0.292
1751,2313,می شستند,0.292
1752,563,صبحانه,0.292
1753,3655,رحمت,0.292
1754,742,لابد,0.292
1755,1875,بیاورم,0.292
1756,170,نسبت,0.292
1757,1780,خندیدند,0.293
1758,1913,می آییم,0.293
1759,1812,خوابیده,0.293
1760,3904,رباخوار,0.293
1761,78,فهمید,0.293
1762,1052,گرداب,0.293
1763,692,زندان,0.293
1764,2283,می شدند,0.294
1765,2444,می‌خورند,0.294
1766,1957,ایستادند,0.294
1767,3493,کیلومتر ,0.294
1768,1501,کرده اند,0.294
1769,2845,سفید بخت,0.294
1770,3157,می‌توانی,0.294
1771,2629,انسانیت,0.294
1772,623,باجناق,0.294
1773,20,احتمال,0.294
1774,2345,شکسته اند,0.294
1775,1614,می گذارند,0.294
1776,624,برنامه,0.294
1777,1260,می گفتیم,0.295
1778,1128,می‌میرند,0.295
1779,987,طاس کباب,0.296
1780,443,آتش سوزی,0.296
1781,1234,گشته ام,0.296
1782,1297,مانده اند,0.296
1783,3781,کارما ,0.296
1784,3766,فرهنگی,0.296
1785,1122,می‌گذرند,0.297
1786,1221,بگیرند,0.298
1787,1292,مانده ام,0.299
1788,2230,رفته اند,0.299
1789,2311,می شستیم,0.299
1790,2763,ذخیره,0.3
1791,2077,بسته ای,0.3
1792,3008,قالیباف,0.3
1793,2535,دریافتم,0.3
1794,3452,طالبی ,0.3
1795,2450,دادند,0.3
1796,1591,گذاشتم,0.3
1797,2545,دریافته اید,0.3
1798,2581,می دوند,0.3
1799,3042,کورس,0.3
1800,3789,کودک,0.3
1801,3538,آش,0.3
1802,963,غار,0.3
1803,1806,خوابید,0.3
1804,3513,نزدیک ,0.3
1805,2481,می‌داشتم,0.3
1806,3874,وقف,0.3
1807,3367,خواهر,0.3
1808,881,اورانیوم,0.3
1809,1720,توانستید,0.3
1810,2900,شهادت,0.3
1811,3507,مفهوم ,0.3
1812,1438,فهمیده ای,0.3
1813,1880,بیاورند,0.3
1814,3034,کشتن,0.3
1815,1601,می گذاشتید,0.3
1816,2759,دیابت,0.3
1817,1837,خواستید,0.3
1818,2531,میداند,0.3
1819,3512,نرم,0.3
1820,21,با,0.3
1821,921,نای,0.3
1822,1207,گرفته,0.3
1823,2471,می‌دهد,0.3
1824,3518,نگران ,0.3
1825,3170,می‌فهمند,0.3
1826,1969,بایستند,0.3
1827,3938,شش دانگ,0.3
1828,2527,بدانید,0.302
1829,3664,روان شناس,0.302
1830,2981,غیرقابل‌پیش‌بینی,0.303
1831,1265,گفته,0.304
1832,1578,کوبیده اید,0.305
1833,1441,فهمیده اید,0.305
1834,90,اتفاقا,0.306
1835,2332,شکستید,0.306
1836,3618,خروس,0.306
1837,3564,باجناق,0.306
1838,1360,می نویسند,0.306
1839,1494,می کردید,0.306
1840,1,سلام,0.306
1841,722,تحسین,0.307
1842,3175,می‌گیرد,0.307
1843,2499,میدارم ,0.307
1844,2048,برده ای,0.307
1845,2501,میدارد ,0.307
1846,1930,انداخته,0.307
1847,2472,می‌دهیم,0.307
1848,2452,می‌دادی,0.307
1849,1953,ایستادی,0.307
1850,882,بانک داده,0.307
1851,1616,بگذاری,0.308
1852,3301,اعتراض,0.308
1853,97,حاضر,0.308
1854,3866,واژگون,0.308
1855,1534,می کشد,0.308
1856,2855,سوختگی,0.308
1857,1877,بیاورد,0.308
1858,504,سالخورده,0.308
1859,1833,خواستم,0.308
